Dish Name,Description,Spice,Prep Time,Views,Rating,Number of Votes,Serves,Dietary Info,Cook Time,Ingredients,Instructions
Patra Ni Machi,Fish with Green Chutney,medium,Prep 5 mins,58177,4.1,31,4,['CONTAINS-COCONUT'], 30 mins,"1) 4 seabass or pomfret steaks
2) 100g fresh coconut, grated
3) 3 green chillies
4) 50g coriander, washed
5) 50g mint leaves, washed
6) 4cm piece of ginger
7) 3 garlic cloves
8) ½ tsp cumin powder
9) ¼ tsp turmeric powder
10) ½ tsp salt
11) 1 lemon
12) 1 large banana leaf washed thoroughly, central spine removed
13) 1 tbsp vegetable oil
","1) Put the fish steaks on a tray and squeeze the lemon over them with a sprinkle of salt and turmeric.
2) Rub this over the fish and set to one side for 20 minutes.
3) Crush the cumin seeds. Put the coconut, green chillies, coriander and mint leaves, ginger and garlic, a little salt and the crushed cumin into a blender and grind to a smooth paste. And a dash of water if required.
4) Coat the pieces of fish all over and keep aside.
5) Pat dry the banana leaf pieces and smear lightly with a little oil on the smooth side.
6) Place one piece of fish in the center of each piece of leaf and wrap into a neat parcel. Tie with twine from the leaf or with a toothpick.
7) This can either be griddled or cooked in a steamer for 15 minutes. Serve it all wrapped up with a some rice.
"
Pea and Ham Soup with Chilli and Cumin,Spiced Ham and Pea Soup,mild,Prep 12 hrs,6568,4.7,3,4,['WHEAT-FREE'], 5 hrs,"1) 1 ham knuckle, or cured ham hock
2) 1 celery stick, roughlt chopped
3) 1 onion, roughly chopped
4) 1 carrot, roughly chopped
5) 1 bay leaf
","1) Soak the ham hock in water overnight. Discard the water.
2) Put it into a deep pan and cover completely with fresh cold water. Bring to the boil then simmer gently. You may need to skim the surface of the liquid.
3) Add the celery stick, onion, carrot and bay leaf to the ham.
4) Cook this for 2 hours and 30 minutes. Top with more water as and when required.
5) Remove the ham from the water and leave it to cool. Strain the cooking liquid through a sieve and save 2L to use as the stock for the soup. I usually freeze the extra stock.
6) Chop the onion and celery so it's nice and fine (you can use a blender).
7) Heat a large pan and add the butter.
8) Add 1tsp of cumin seeds until fragrant and then add the celery and onion mixture.
9) Sweat for 4–5 minutes and add the garlic and chopped green chilli. Stir for a minute or two but do not let it colour.
10) Add the green split peas and stir through for another 2–3 minutes.
11) Pour in the strained ham stock and another bay leaf and a twist of black pepper.
12) Bring it to the boil, then leave to simmer for 2 hours and 30 minutes until the peas are fully cooked through. I also like to add a handful of frozen green peas halfway through.
13) Blitz with a hand blender to create a smooth soup.
14) Once the ham has cooled shred the meat and mix it into the soup. Save some to sprinkle on top when serving too.
"
Pilchard Curry,Fish Curry from a Can,medium,Prep 10 mins,157627,3.2,212,4,['LACTOSE-FREE'], 20 mins,"1) 2 x 425g tin of pilchard in tomato sauce
2) 1 tbsp oil
3) 1 onion, sliced
4) ½ tsp carom seeds
5) 2 cloves of garlic, sliced
6) 2 tsp ginger, grated
7) 1 chilli, chopped
8) 1 tsp salt
9) 1 tsp turmeric
10) 1 tsp dried fenugreek leaves (kasoori methi)
11) Handful of fresh coriander, chopped
","1) Heat oil in a pan and add carom seeds. When the carom seeds start to sizzle add the sliced onion and garlic then fry until lightly brown.
2) Reduce the heat and add ginger, chilli, turmeric, salt, fenugreek and fry until aromatic (about 5 mins). If the spices stick just add a dash of water to loosen.
3) Open the tin of pilchards and pour in the tomato juice keeping the fish behind.
4) Cook everything to create a thick masala paste which becomes nice and shiny.
5) Gently place the fish into the masala and heat. Be careful not to stir as you don't want the fish to break up. If it looks a little dry, add some hot water.
6) Remove from the heat and add garam masala and a good pinch of coriander to serve.
"
Pineapple Curry,Pineapple Curry,medium,Prep 10 mins,15283,3.6,12,2,['CONTAINS-COCONUT'], 30 mins,"1) 1 Pineapple, peeled, cored and diced
2) 1 tbsp coconut oil
3) 1 tsp mustard seeds
4) 4 cardamoms
5) 2cm piece cassia bark
6) 1 onion, diced
7) 4 garlic cloves, minced
8) 3cm piece fresh ginger, grated
9) 1 red chilli, sliced
10) 1 tsp turmeric
11) 1 tsp lemon pepper, crushed (or just black pepper)
12) ½ tsp chilli powder
13) ½ tsp salt, or to taste
14) 400ml coconut milk
","1) Heat the coconut oil and add the mustard, cardamom and cassia bark until the seeds pop.
2) Add the diced onion and stir though until translucent
3) Add the garlic and stir to cook for about 5 minutes.
4) As the onions just start to brown add the ginger, chilli, turmeric, pepper, chilli powder and stir.
5) Add the pineapple pieces and coat with the masala spices.
6) Pour in the coconut milk and turn up the temperature to bring to a simmer.
7) Put the lid on and leave it to simmer gently for 30 minutes or until you are happy with how much the pineapple has softened - I preferred mine soft.
"
Piri Piri Sauce,Hot Pepper Sauce,hot,Prep 5 mins,43207,4.1,13,,['LACTOSE-FREE'], 10 mins,"1) 5-10 fresh red chillies, depending on how hot you want it
2) 2 dried smoked red chillies
3) 2 garlic cloves, roughly chopped
4) 1 tsp rock salt
5) ½ tsp oregano
6) ½ tbsp smoked paprika
7) 150ml olive oil
8) 100ml red wine vinegar
","1) Preheat the oven to 180°C and put all the chillies onto a roasting tray and roast them for 10 minutes.
2) Roughly chop the garlic and blanch in hot water for about 4 minutes.
3) Once roasted let the chillies cool and roughly chop them (use gloves and then wash your hands afterwards).
4) Place the chillies, blanched garlic, salt, oregano, paprika, olive oil and vinegar into a small saucepan, and bring to the boil then leave to simmer for about 2-3 minutes.
5) Once the mixture has cooled blend everything so it's the consistency of a fine pouring sauce. Store in a tight jar at room temperature. It will keep for about a month. Shake before using.
"
Pitta Bread with Carom Seeds,Middle Eastern Bread,none,Prep 20 mins,6638,5.0,,4,['VEGETARIAN'], 5 mins,"1) 250g brown flour
2) 1 tsp ajwain (carom seeds)
3) 1 tsp salt
4) 7g instant yeast
5) 2 tsp rapeseed oil
6) 160ml water
7) Extra flour for dusting
","1) Tip the flour into the mixing bowl of your stand mixer with the dough hook attached and add the ajwain, salt to one side and the yeast to the other.
2) Add the oil and 120ml of the water and start to mix. Add the remaining water a little at a time until you have a soft, sticky dough (you may not need all the water).
3) With a little oil knead the dough for 5-10 minutes. The dough will become less sticky and start to feel smooth.
4) Lightly oil a bowl and place the dough in the bowl, cover and leave in a warm room until it doubles in size approx. 1-2 hours.
5) Heat the oven to 220ºC, and place a baking tray in the centre to heat up. You can also use a baking stone if you have one.
6) Dust your worktop with flour and knock back the dough and kneed for a few mintues until it's soft.
7) Divide it into 6 equal portions and then shape each one into a ball. Flatten with your fingertips and start to roll it out into an oval shape that's about 1cm thick.
8) Take the hot tray out of the oven, dust with flour and lay the pittas on it.
9) Bake for 5- 10 minutes until they puff up and just start to brown.
10) Immediatly, wrap them in a clean tea towel. This traps in the steam and keeps them lovely and soft, and leave to cool.
"
Plain Basmati Rice,Chaul,mild,Prep 5 mins,75695,4.0,24,4,['VEGETARIAN'], 15 mins,"1) 1 mug of washed basmati rice
2) 2 mugs of cold water
","1) Wash the rice till the water runs clear - this is done by putting the rice in a pan stirring and draining, repeat and wash again until the water is clear. You will need to do this a few times. I always measure my rice in a mug (a standard mug will feed 3-4 people) and you will need twice the amount of water to rice to cook them perfectly.
2) Put your washed rice in a wide based pan and add twice the amount of cold water.
3) Begin to heat up the pan and bring it to a rolling boiling. Reduce the heat to the lowest setting possible and put the lid on the pan. Leave to cook for exactly 12 minutes. However tempted you maybe do not remove the lid.
4) After 12 minutes remove from the heat, take the lid off and leave for a few minutes.
5) All the water will have been absorbed and each grain will be separate - using a fork gently fluff up the rice don't just plunge straight in with a spoon
"
Pomegranate Raita,10 mins,none,Prep 10 mins,40557,4.2,19,6,[],,"1) 250g plan Greek yoghurt
2) ½ tsp roasted cumin
3) 1 tsp jaggery (or brown sugar)
4) 2 tbsp pomegranate seeds
5) 2 tbsp grated cucumber
6) ½ tsp salt
","1) Put the yoghurt into a bowl and beat it a little to aerate.
2) Toast the cumin seeds in a frying pan until fragrant then add to the yoghurt.
3) Mix all the other ingredients and stir through
"
Power Salad Jar,Spiced Salad Jar,mild,Prep 10 mins,9798,5.0,,4,['HEALTHY'], 30 mins,"1) 100g wild rice, cooked
2) 1 tbsp rapeseed oil
3) 1 small onion
4) 1 tsp mustard seeds
5) 1 tsp cumin seeds
6) 2 cloves garlic
7) 2 chicken breasts, sliced (you can use cooked chicken too)
8) 1 tsp salt
9) 1 tsp turmeric
10) ½ tsp Kashmiri chilli powder
11) 3 cm ginger, grated
12) 1 green chilli finely chopped
","1) Heat the oven to 180ºC
2) Coat the diced butternut squash in a little oil and a sprinkle of cumin seeds and chilli.
3) Bake for 25 minutes until soft and charred. Remove and cool.
4) At the same time coat the kale in a sprinkle of oil with some cumin and cook in the oven for 10 minutes until crisp – do not let it brown too much.Remove and leave to cool.
5) Cook the rice as per the instructions on the pack.
6) Heat oil in a pan and add the mustard and cumin seeds until they sizzle and become fragrant.
7) Add the onion and cook until translucent and add the garlic. Sauté for 3-4 minutes.
8) Add the sliced chicken and stir for 3-4 minutes.
9) Add the salt, turmeric and chilli powder with the ginger and chilli and continue to cook. You can add a little splash of water if it feels too dry. Once the chicken is cooked through (about 5-6 minutes), remove from the heat and check the seasoning. Stir in the cooked rice. Leave to cool.
10) Toast the walnuts in a dry frying pan for about 3-4 minutes, until golden. Cool, then roughly crush in a pestle and mortar.
11) Heat a griddle and sear the avocado slices until charred.
12) Build your salad with the butternut squash, chicken mixture, the griddled avocado, the crispy kale and sprinkle over the crushed toasted walnuts.
13) Mix together all the dressing ingredients in a jar and pour over the salad.
"
Pumpkin Curry Recipe,Hot and sour pumpkin curry,medium,Prep 10 mins,86784,4.0,49,4,[], 20 mins,"1) 500g pumpkin peeled and chopped into cubes,
2) 1 tbsp vegetable oil,
3) ½ tsp fenugreek seeds,
4) 1 dried chilli (optional)
5) 1 tsp cumin seeds,
6) 1 tsp chilli powder,
7) 1 tsp turmeric,
8) 1 tsp coriander seeds, crushed
9) 1 green chilli, chopped
10) 1 tsp salt
11) 1 tsp sugar (optional)
12) 1 green chilli, sliced (optional)
13) 2 tsp amchoor or 1 tbsp tamarind water
14) Handful of fresh coriander
","1) Heat oil on a gentle heat and add the cumin and fenugreek seeds and 1 dried chilli until they splutter.
2) Reduce the heat and add chilli powder, turmeric, coriander and fry for five minutes.
3) Stir in the fresh green chillies, pumpkin, salt and sugar (optional).
4) Cover and cook for 20 minutes until soft, stirring occasionally.
5) If there is a lot of moisture in the dish, increase the heat and stir until the consistency is thick and lovely.
6) Remove from the heat and add the split chillies and amchoor or tamarind. If using a block of tamarind take a 5cm piece and rehydrate in approx. 100ml of boiling water. Sieve, discard the solids and use the water. Stir to absorb.
7) Garnish with a handful of coriander.
"
Punjabi Piyaz,Punjabi Onion Salad,hot,Prep 10 mins,71715,3.7,26,6,['VEGETARIAN'],,"1) 2 red onions, finely sliced in rings
2) large pinch of fresh coriander, chopped
3) 1 green chilli, chopped
4) 1 lemon
5) 1 tsp Kashmiri chilli powder
6) salt to taste
7) chaat masala (optional)
","1) Place the sliced onions in a bowl
2) Add the chopped coriander and chopped chilli.
3) Squeeze in the juice from the lemon
4) Add the chilli powder, salt and chaat masala if using
5) Using your hands mix everything together and serve
"
Punjabi Style Stuffed Karela,Stuffed Bitter Gourd,medium,Prep 20 mins,136908,3.5,101,6,[], 40 mins,"1) 6 bitter gourds (karela)
2) 1 tsp cumin seeds, crushed
3) 1 large onion, finely chopped
4) 3 tbsp mustard oil
5) 4 cloves garlic, finely chopped
6) 3 cm piece ginger, finely chopped
7) 1 tsp salt
8) 2 chillies, chopped
9) 1 tsp turmeric
10) 1 tsp amchoor
11) 1 tsp coriander seeds,crushed
12) 1 tsp fennel seeds, crushed
13) 
","1) Prepare the karela by washing and drying them then using a peeler peel off the bumpy green skin and keep in a bowl.
2) Slice open the tummy of each karela without going all the way through and scrape out the inside including the seeds using a teaspoon into the same bowl. This will make the stuffing.
3) Heat mustard oil in a cast iron pan and add the cumin seeds, as these sizzle and become fragrant stir in the onions and fry until translucent
4) Add the ginger and garlic and then the stuffing. Fry until the onions are golden brown (5-10 minutes). This is very important as the seeds will crisp up.
5) Once browned stir in the amchoor, fennel, coriander, chilli, salt and turmeric. Fry for a few seconds and remove from the heat.
6) Once cooled use a spoon or your hands and stuff the skins with equal amounts of the mixture. Hands are better as you will also cover the outside with the juices and oils from the stuffing as well.
7) Press the stuffing into the skins. You can use a little cotton thread to wrap around each one to help hold their stuffing in.
8) To cook the Karela you can either fry them or bake them. So either place the karela back into the pan with a little oil and cook them evenly until they turn a golden brown colour all over. Or place onto an oven tray and cook in the oven for 30 minutes until soft and browned all over. These are delicious served with a red lentil dhal, plain yoghurt and roti. Once cooked the karela will keep refrigerated for up to a week.
"
Punjabi Tomato Relish,1 hr 10 mins,medium,Prep 10 mins,32921,3.4,13,8,['VEGETARIAN'], 1 hr,"1) 1 fresh tomato, roughly chopped
2) handful of coriander, roughly chopped
3) 3cm fresh ginger
4) 1 tsp salt
5) ½ tsp Kashmiri chilli powder, (optional)
6) 1 tbsp vegetable oil
7) 1 tsp kalonji seeds
8) 1 tsp fennel seeds
9) 1 tsp mustard seeds
10) 1 tsp cumin seeds
11) 1 tsp fenugreek leaves
","1) Place tomato, coriander, ginger into a blender and blitz to a pulp.
2) Heat the oil in a heavy pan and add all the spices until they sizzle & become fragrant. This should only take a minute.
3) Pour the pulp into the pan and heat through for a minute. Pour into a serving dish and leave to cool before serving. Store in a sealed jar and keep in the fridge for up to 2 weeks.
"
Quinoa Kosumbari,Healthy Indian Quinoa Salad,mild,Prep 10 mins,34784,4.1,28,4,['VEGETARIAN'], 15 mins,"1) 1 cup Quinoa
2) 2 cups of water (to cook in)
3) salt to taste
4) 1 tsp butter (optional)
5) half a cucumber
6) 1 tbsp Sesame oil
7) ¼ tsp asafetida
8) 1 tsp mustard seeds
9) 2 tbsp cashew nuts
10) 1 green chilli
11) handful of coconut, grated
12) handful of coriander, chopped
","1) Wash the quinoa in three changes of water to get rid of the bitter coating. Leave it to soak in water for 10 minutes.
2) Bring the water (2 parts to 1 part Quinoa) to the boil and add the quinoa, salt and a knob of butter to it.
3) When it starts to boil reduce the heat to a simmer and cook for about 15 minutes.
4) Peel the cucumber and scoop out the seeds with a spoon - chop into a fine dice and set to one side.
5) In a small pan heat the oil and add the asafoetida, mustard seeds, cashew nuts and green chillis.
6) Once toasted (few seconds) pour this into the cooked quinoa and fork it through.
7) Add the cucumber, grated coconut and lemon juice and mix it all through.
8) Sprinkle in the fresh chopped coriander and serve.
"
Raajma,Kidney Bean Curry,medium,Prep 5 mins,44402,4.5,30,6,[], 40 mins,"1) 200g red kidney beans, soaked overnight
2) 1 small onion, finley diced
3) 4 cloves of garlic, finely chopped
4) 1L water
5) 200g tinned plum tomatoes (½ tin)
6) 2 tsp ginger, grated
7) 1 tsp salt
8) 1 chilli, roughly chopped
9) 1 tsp turmeric
10) 1 tsp garam masala
11) handful of coriander, chopped
","1) Put the soaked red kidney beans and any liquid into the pressure cooker
2) Add more water to make up about 1L water and add the salt. Put the lid on and bring to the boil (when it whistles) reduce heat and simmer for 30 minutes.
3) Turn off and leave to cool – DO NOT REMOVE THE LID
4) In a frying pan heat oil and add the onion and garlic, fry until brown.
5) Reduce heat and stir in the tomatoes, ginger, chilli, turmeric and cook for about 5-10 minutes to create a thick shiny masala paste.
6) Ensure the steam has been released from the cooker and open the lid. Check the beans are cooked by squeezing them between your fingers. If they are soft they and squash easily they are ready. If not check the water level (add more if required) place the lid on the pressure cooker again and bring to boil, simmer and leave to cook for a further 10 minutes.
7) Once the red kidney beans are cooked add the masala paste and stir. Leave on a gentle heat for about 5 minutes.
8) Add garam masala and chopped coriander to serve.
"
Radish and Lemon Salad,A Healthy and Crunchy Mooli Salad,medium,Prep 10 mins,49854,3.3,26,4,['VEGETARIAN'],,"1) 10-12 radishes
2) 1 handful coriander leaves
3) ½ green chilli
4) 1 tsp cumin seeds
5) 2cm piece ginger, grated
6) 1 lemon
7) Salt to taste
8) splash of olive oil (optional)
","1) Finely slice the radishes and place them into a bowl
2) Chop the coriander leaves and chilli and add to the bowl
3) Toast the cumin seeds in a dry pan until you can smell their aroma then crush the seeds in a pestle and mortar. Sprinkle into the same bowl with the radish.
4) Grate in the ginger, and squeeze in the lemon juice (and oil if using).
5) Sprinkle in a little salt and mix everything together.
"
Rasam,South Indian Spiced Soup,hot,Prep 10 mins,31943,4.6,23,4,['VEGETARIAN'], 20 mins,"1) 4 cloves garlic
2) 10cm ginger
3) 20 curry leaves with stalks
4) 1 heaped tsp peppercorn
5) 2 dried red chillies
6) 1 heaped tsp cumin seeds
7) 1 tsp turmeric
","1) Grind all the ingredients for the paste together in a blender to make a rough paste.
"
Red Chilli Sauce,Habenaro Chilli Sauce,hot,Prep 10 mins,73997,3.6,21,,['HEALTHY'], 30 mins,"1) 150g habanero chillies
2) 50g red birds eye chillies (or for a milder sauce jalapenos)
3) 1 large onion, sliced
4) 1 garlic bulb
5) 1 tsp salt (to taste)
6) 60ml vinegar
","1) Put kitchen gloves on and remove the stalks from the chillies.
2) Place on an oven tray with the whole bulb of garlic. Heat the oven to 180°C and roast for 15-20 minutes.
3) Peel the garlic cloves and place into a pan with the chillies.
4) Add the remaining ingredients to the pan and simmer for 30 minutes. Remove from the heat and leave to cool.
5) Pour into a liquidiser and blend to a fine puree. If you want the sauce to be a thick sauce then leave it as it is but for a thinner sauce sieve. Store in a sealed jar - this will keep for three weeks in the fridge.
"
Red Lentil Dhal,Masoor di Dhal,medium,Prep 10 mins,576234,3.7,517,4,['VEGETARIAN'], 20 mins,"1) 200g red lentils, washed
2) 900ml water (approx.)
3) 1 tsp of salt
","1) Place lentils in a pan with the salt, cover with the water and bring to the boil.
2) Remove the froth, reduce the heat and leave to simmer for 10 minutes. Check the lentils are cooked by squeezing them between your fingers. Once soft remove from the heat.
3) In a frying pan heat the oil or ghee. Add the dried chilli, bay leaf and the cumin seeds.
4) When the seeds sizzle, add the onion and garlic and fry until lightly browned. Reduce the heat and add the tomatoes, ginger, turmeric, fenugreek and the chopped chilli. Gently let the ingredients cook down for about 10 minutes to make a thick masala paste.
5) Add a ladle full of the lentils (dhal) to the masala paste in the frying pan and stir together, then empty all the contents back into the pan with the lentils and stir. It should have the consistency of a thick soup but if it's too thick just add a little boiling water and remove from the heat. If you prefer it thicker just leave it on the heat to reduce until you get the consistency you want.
6) Check the seasoning and add a little salt if required. Stir in the garam masala and coriander to serve.
"
Roasted Red Pepper and Tomato Chutney,1 hr 10 mins,medium,Prep 10 mins,32188,3.9,17,12,['VEGETARIAN'], 1 hr,"1) 1 large red onion, roughly chopped
2) 4 cloves of garlic, roughly chopped
3) 2 red peppers, roughly chopped
4) 500g of fresh cherry tomatoes
5) 1 tsp cumin seeds
6) 2 tbs oil
7) 1 tbsp of vinegar
8) 1 tsp salt
9) 1 green chilli
","1) Place the onions, garlic, peppers, and tomatoes into a roasting tin.
2) Add the oil, vinegar, salt, chilli, cumin and toss well.
3) Roast at 180ºC for about an hour, or until the peppers are soft, the tomatoes have burst, the onions should be soft and starting to caramelising.
4) Transfer everything into a blender blend.
5) Push this through a sieve, store in a jar. It should keep for two weeks in the fridge.
"
Roti,Unleavened Flat Bread,,Prep 30 mins,108368,4.1,37,4,['VEGETARIAN'], 5 mins,"1) 500g whole-wheat flour (atta)
2) 300ml Water approx.
3) 1 tsp butter or oil
","1) Put the atta in a bowl and adding a little water at a time bring the flour together with your hands to make dough.
2) Start to knead the dough using your knuckles, folding it over as you go. The dough should come together and come away from your hand and the bowl. If it is sticky add a little more flour and continue to knead. The dough needs to be soft but not sloppy. Set to one side for at least half an hour before making the roti.
3) Put some dry atta on a flat plate for dusting. Heat up the thava on the lowest setting, flour your hands and take a tangerine sized ball of dough.
4) Roll the dough in the palms of your hands creating a smooth ball.
5) Flatten it using your fingers then holding the dough in one hand rotate it round and flatten out with the other.
6) Flour again and begin to roll out. Turn it over, flour and roll again, try not to let it stick. When it is about 7cm in diameter pick it up and pass from one hand the other as if you are clapping.
7) This evens it out and removes the excess flour.
8) To cook, heat the tava which is an Indian griddle pan (but a non stick frying pan will do) and carefully place the roti flat on to it. Try not to let the roti fold.
9) You will see the colour of the roti darken after about 10 seconds, turn the roti over. If using gas - turn the heat down a little and when bubbles appear after about 10 seconds take the thava off the hob and put the roti directly onto the flame.
10) The roti will begin to puff up, turn it over using tongs and move it around so it doesn't burn. If you are not using a gas cooker or are not comfortable using a naked flame leave the roti on the pan. Turn the heat down a little and when bubbles appear turn the roti over. Using a clean tea towel gently press the top of the roti and it will begin to blow up with hot steam.
11) Work quickly, turning and pressing until it has all blown up. Be careful not to burn yourself. Remove the roti and set it on a clean tea towel and cover to keep warm.
"
Saag Aloo,Spinach with Potatoes and Indian Spices,hot,Prep 10 mins,301195,3.4,265,4,['VEGETARIAN'], 25 mins,"1) 1 tbsp mustard oil
2) 1 tsp mustard seeds
3) 1 tsp cumin seeds
4) Pinch asafoetida
5) 2 garlic cloves, sliced
6) 1 tbsp ginger, thinly sliced
7) 2 tomatoes, chopped
8) 600g baby spinach, finely sliced
9) 4 potatoes, peeled & chopped into 3cm cubes (go for floury potatoes such as maris pipers, waxy ones will take longer to cook)
10) 1 tsp salt or to taste
11) 1 or 2 chillies, finely sliced
12) 1 tsp garam masala
","1) Heat the oil in a karahi or wok. Add the mustard seeds, and just as they begin to pop, add the cumin seeds and asafoetida.
2) Add the garlic and ginger and fry for a few minutes on a gentle heat. Then stir in the tomatoes, chilli and salt to taste.
3) Cook the tomatoes on the same heat until they have turned to a soft pulp. Then add the cubed potatoes and stir them gently to coat them in the sauce. Don't be too heavy-handed as you don't want to mash the cooked potatoes.
4) Reduce the heat and place a lid on the pan. Cook for about 10 minutes, remembering to stir occasionally. You may need to add a splash of water halfway through to stop the potatoes sticking to the pan and leave to cook.
5) Once the potatoes have just turned soft (time depends on the potatoes your have used) , add the spinach to the pan and stir gently.
6) Cook for a further few minutes until the spinach has wilted down. If there is any liquid in the pan at this point, just increase the heat to dry the dish out.
7) Sprinkle the garam masala over the top before serving.
"
Saag Paneer,Puréed Spinach with Paneer,medium,Prep 20 mins,82679,3.8,66,4,['VEGETARIAN'], 30 mins,"1) 1 tbsp butter / 2 tbsp vegetable oil
2) 750g baby spinach, washed
3) 1-2 green chillies, roughly chopped
","1) Heat the butter or oil in a pan and add the washed spinach. Sauté until the leaves just wilt.
2) Once cooled add one or two roughly chopped chillies to the pan and using a hand blender blitz the cooked spinach and chillies in to a smooth paste - set to one side.
"
Saag Walee Roti,Unleavened Spinach Flatbread,none,Prep 25 mins,11661,4.9,10,6,['VEGETARIAN'], 5 mins,"1) 260g chakki atta or atta flour (half wholemeal and half plain works as well)
2) ½ tsp salt
3) 2 tsp oil
4) 50g big handful of spinach
5) 100ml warm milk
","1) Heat water in a pan and add spinach. Blanch and remove the spinach, and then rinse under cold water.
2) Place in a blender and add the milk. Blitz to a puree and set to one side.
3) Mix flour, salt and oil together. Pour in the spinach and milk puree a little at a time and knead to a soft dough. Cover with a tea towel and set to one side for 20 minutes.
"
Saffron Potatoes,Kesar wala Aloo,medium,Prep 10 mins,26237,3.3,12,4,[], 15 mins,"1) 4 large potatoes
2) 1 tbsp oil
3) 290ml boiling water
4) pinch of saffron strands
5) salt to taste
6) 1 tsp garam masala
7) 1 tsp chilli flakes
","1) Pour boiling water into a jug and add the saffron.
2) Wash and scrub potatoes then cut into chunky wedges with the skin left on.
3) In a large non-stick frying pan or oven tray heat the vegetable oil. Once hot add the wedges and saute then until they are starting to brown (about five minutes).
4) Add the salt, pepper, garam masala to coat the potatoes.
5) Then add the chilli flakes and pour in the saffron water.
6) Simmer this on a rapid heat for about six or seven minutes.
7) Reduce the heat and leave the potatoes to cook gently for about 15 minutes until the potatoes are soft and most of the water has evapourated.
"
Salt and Chilli Almonds,Spiced Roasted Almonds,medium,Prep 5 mins,12076,4.5,2,4,['VEGETARIAN'], 15 mins,"1) 500g almonds
2) 1 tsp salt
3) 1 tbsp hot water
4) 2 tbsp olive oil
5) 1 tsp chilli powder
6) 1 tsp garlic granules
7) Sea salt to taste
8) 1 tsp chilli flakes (optional)
","1) Heat oven to 190°C degrees and line a large baking sheet with silicone or grease proof paper.
2) Place the raw almonds in a large mixing bowl
3) Stir 1 teaspoon of salt into the hot water until most of it dissolves and pour over the nuts in the bowl and mix until they are all coated.
4) Place the almonds onto the prepared baking sheet in a single layer and bake in the oven for about 8 minutes, stir well and spread back into a single layer and bake another 7-8 minutes (about 15 minutes total). Keep an eye on them as they can burn quickly.
5) Mix the olive oil with the chilli powder and garlic granules.
6) Place the hot nuts back into the large bowl and pour the olive oil over them. Toss well until all the nuts are coated.
7) Sprinkle on a little sea salt and chilli flakes and mix through.
8) Spread the nuts out on the baking sheet to cool and crisp up. They will soak up the oil as they cool.
9) Store in an airtight container at room temperature and enjoy as a snack.
"
Salted Lassi,Salted Yoghurt Drink,none,Prep 10 mins,23872,4.4,5,4,['VEGETARIAN'],,"1) 500ml Greek yoghurt
2) 250ml water
3) 1 tsp black salt
4) 1 tsp roasted cumin seeds
5) mint leaves to garnish
6) ice cubes
","1) Put the yoghurt into a tall jug and add the cold water.
2) Roast the cumin seeds in a pan and grind to a powder in a pestle and mortar.
3) Add half the salt and the roasted cumin powder to the yoghurt mixture.
4) Blend everything together with a whisk until it is smooth. Check the seasoning and add a little more salt if required.
5) Put the ice cubes into the glasses and pour the lassi in. add a couple of mint leaves to the lassi.
"
Sarson Ka Saag,Puréed Mustard Greens,medium,Prep 10 mins,49111,4.6,24,6,['VEGETARIAN'], 20 mins,"1) 500g palak/spinach
2) 500g saag mustard leaves if you can find them if not use curly kale or greens (washed and dried thoroughly)
3) 4cm ginger, roughly chopped
4) 5 cloves garlic, whole
5) 1 chilli, roughly chopped
6) 1 tsp salt
7) 1-2 tbsp corn flour to thicken (if required)
8) 4 tomatoes, finely chopped
9) 65g butter
","1) Wash and slice the spinach and place in the bottom of the pressure cooker.
2) Wash and finely slice the greens and place on top of the spinach.
3) Add the ginger, garlic, salt and chilli to the pan and secure the pan lid.
4) Heat the pressure cooker and bring to temperature. When the cooker whistles twice (should take about 10 minutes) reduce the heat and leave to simmer for about 5 minutes.
5) Remove from the heat and leave to cool - DO NOT REMOVE THE LID.
6) Next release the pressure, open the lid and leave to cool for a few minutes.
7) Using your hand blender blitz the saag. The aim is to have a thick bright green puree, if it's a little watery place the cooker back on the stove on a high heat and stir continuously to reduce and thicken. You can also thicken it up by sprinkling with a little corn flour, but I prefer not to.
8) In a frying pan melt the butter and add the chopped tomatoes. Fry gently until the tomatoes have cooked down to a pulp and you have a thick tomato paste.
9) Stir into the saag, check seasoning and serve.
"
Saunth ki Chutney,Tamarind and Ginger Chutney,medium,Prep 5 mins,30727,4.1,15,8,['VEGETARIAN'], 10 mins,"1) 100g tamarind
2) 150g jaggery grated
3) 1 tsp Salt
4) 1 tsp kala namak (pink salt), optional
5) 1 tsp garam Masala
6) ½ tsp ginger powder
7) ½ tsp black pepper
8) ½ tsp chilli powder
","1) If using tamarind in the block form - cover the tamarind in boiling water, leave it to soak for about 10-20minutes.
2) Using a fork mash it well and then strain, save the tamarind water and discard the stones and pulp. (You can repeat this process to get more tamarind water). The tamarind water should be pouring consistency.
3) Pour the tamarind water (or paste) into a pan, add the rest of the ingredients and bring to a boil. Leave to simmer for a few minutes until it thickens to a sauce consistency.
4) Cool and serve.
"
